vendorID,tpepPickupDateTime,tpepDropoffDateTime,passengerCount,tripDistance,puLocationId,doLocationId,startLon,startLat,endLon,endLat,rateCodeId,storeAndFwdFlag,paymentType,fareAmount,extra,mtaTax,improvementSurcharge,tipAmount,tollsAmount,totalAmount
1,2016-01-19 05:52:29,2016-01-19 06:02:59,1,2.0,,,-73.98914337158203,40.77433395385742,-73.97759246826172,40.75563049316406,1,N,1,9.5,0.5,0.5,0.3,1.2,0.0,12.0
2,2016-01-03 00:47:27,2016-01-03 00:56:07,5,2.12,,,-74.00133514404297,40.73109436035156,-73.98230743408203,40.75729751586914,1,N,2,8.5,0.5,0.5,0.3,0.0,0.0,9.8
1,2016-01-04 22:02:57,2016-01-04 22:06:30,2,0.8,,,-73.99109649658203,40.749568939208984,-73.9990005493164,40.73918914794922,1,N,1,5.0,0.5,0.5,0.3,1.0,0.0,7.3
1,2016-01-06 19:42:03,2016-01-06 19:45:23,1,0.9,,,-73.96315002441406,40.76642990112305,-73.95411682128906,40.777183532714844,1,N,1,5.0,0.5,0.5,0.3,1.0,0.0,7.3
2,2016-01-26 13:36:21,2016-01-26 13:47:44,1,2.13,,,-74.01017761230469,40.72050094604492,-74.00711059570312,40.703819274902344,1,N,1,10.0,0.0,0.5,0.3,2.16,0.0,12.96
2,2016-01-01 05:30:24,2016-01-01 05:33:22,5,0.61,,,0.0,0.0,0.0,0.0,1,N,1,4.0,0.5,0.5,0.3,3.3,0.0,8.6
1,2016-01-19 22:46:05,2016-01-19 22:57:54,1,2.8,,,-73.95330047607422,40.7757453918457,-73.98908233642578,40.771583557128906,1,N,1,11.5,0.5,0.5,0.3,1.5,0.0,14.3
2,2016-01-08 15:23:58,2016-01-08 15:42:22,1,2.11,,,-74.00250244140625,40.73029708862305,-74.00100708007812,40.727027893066406,1,N,1,12.5,0.0,0.5,0.3,2.66,0.0,15.96
1,2016-01-21 09:49:17,2016-01-21 10:01:20,1,1.5,,,-73.9616928100586,40.770198822021484,-73.97850799560547,40.758216857910156,1,N,1,9.0,0.0,0.5,0.3,2.9,0.0,12.7
1,2016-01-22 11:59:48,2016-01-22 12:22:34,1,4.1,,,-73.95420837402344,40.766395568847656,-73.99311828613281,40.73350143432617,1,N,1,17.5,0.0,0.5,0.3,3.65,0.0,21.95
1,2016-01-15 16:11:44,2016-01-15 16:23:53,1,3.2,,,-74.01499938964844,40.71403503417969,-73.99520874023438,40.749610900878906,1,N,1,12.5,1.0,0.5,0.3,2.0,0.0,16.3
2,2016-01-11 12:42:55,2016-01-11 12:44:17,2,0.17,,,-73.97843170166016,40.75702667236328,-73.97893524169922,40.75594711303711,1,N,2,3.0,0.0,0.5,0.3,0.0,0.0,3.8
2,2016-01-03 13:22:41,2016-01-03 13:29:29,1,1.43,,,-73.98197937011719,40.7523078918457,-73.9639663696289,40.75678634643555,1,N,2,7.0,0.0,0.5,0.3,0.0,0.0,7.8
1,2016-01-13 07:39:22,2016-01-13 07:49:04,1,1.5,,,-73.98057556152344,40.74296188354492,-73.98497009277344,40.75666427612305,1,N,1,8.0,0.0,0.5,0.3,1.75,0.0,10.55
2,2016-01-03 23:19:45,2016-01-03 23:22:42,4,0.5,,,-73.9918212890625,40.726280212402344,-73.98564910888672,40.72386169433594,1,N,1,4.0,0.5,0.5,0.3,1.06,0.0,6.36
1,2016-01-06 10:48:37,2016-01-06 10:53:03,1,0.5,,,-74.00017547607422,40.7327766418457,-74.00269317626953,40.73956298828125,1,N,1,5.0,0.0,0.5,0.3,0.0,0.0,5.8
2,2016-01-25 15:12:10,2016-01-25 15:21:13,1,1.32,,,-73.95165252685547,40.78235626220703,-73.94197082519531,40.79786682128906,1,N,2,7.5,0.0,0.5,0.3,0.0,0.0,8.3
2,2016-01-09 10:41:56,2016-01-09 10:53:22,1,2.18,,,-73.98023223876953,40.74555969238281,-74.00811767578125,40.73912048339844,1,N,1,10.0,0.0,0.5,0.3,2.16,0.0,12.96
1,2016-01-06 07:41:48,2016-01-06 07:49:46,1,1.5,,,-73.95389556884766,40.76719284057617,-73.96797943115234,40.756919860839844,1,N,1,8.0,0.0,0.5,0.3,1.5,0.0,10.3
2,2016-01-19 08:29:57,2016-01-19 08:34:10,4,0.84,,,-73.9708251953125,40.761451721191406,-73.96976470947266,40.75231170654297,1,N,2,4.5,0.0,0.5,0.3,0.0,0.0,5.3
2,2016-01-16 17:15:21,2016-01-16 17:34:36,1,10.46,,,-73.87455749511719,40.774078369140625,-73.97272491455078,40.75511932373047,1,N,1,29.0,0.0,0.5,0.3,7.07,5.54,42.41
2,2016-01-19 08:44:18,2016-01-19 08:51:03,1,1.21,,,-73.99002075195312,40.733009338378906,-74.00213623046875,40.72296142578125,1,N,1,6.5,0.0,0.5,0.3,1.1,0.0,8.4
2,2016-01-28 14:28:41,2016-01-28 14:34:29,1,0.64,,,-74.01040649414062,40.71860885620117,-74.00825500488281,40.71184539794922,1,N,1,5.5,0.0,0.5,0.3,1.26,0.0,7.56
1,2016-01-14 16:32:33,2016-01-14 16:40:04,3,1.3,,,-73.93798065185547,40.81232452392578,-73.94149780273438,40.82178497314453,1,N,2,7.5,1.0,0.5,0.3,0.0,0.0,9.3
2,2016-01-10 21:07:36,2016-01-10 21:10:13,2,0.56,,,-74.01802062988281,40.70570373535156,-74.01398468017578,40.709590911865234,1,N,1,4.0,0.5,0.5,0.3,1.5,0.0,6.8
2,2016-01-05 10:42:32,2016-01-05 11:02:40,1,2.57,,,-73.9798583984375,40.78622055053711,-73.97004699707031,40.76143264770508,1,N,1,14.0,0.0,0.5,0.3,3.0,0.0,17.8
1,2016-01-21 16:09:47,2016-01-21 16:18:46,2,0.9,,,-73.98954772949219,40.75229263305664,-73.9870376586914,40.74294662475586,1,N,1,7.5,1.0,0.5,0.3,1.0,0.0,10.3
2,2016-01-29 07:22:54,2016-01-29 07:26:20,1,0.61,,,-73.95291900634766,40.77225112915039,-73.9548110961914,40.76551818847656,1,N,1,4.5,0.0,0.5,0.3,1.0,0.0,6.3
2,2016-01-12 16:38:18,2016-01-12 16:56:41,1,1.82,,,-73.97282409667969,40.76439666748047,-73.99214935302734,40.748695373535156,1,N,1,12.0,1.0,0.5,0.3,2.76,0.0,16.56
1,2016-01-30 01:00:34,2016-01-30 01:19:51,1,4.9,,,-73.95690155029297,40.7708625793457,-73.9148178100586,40.76689910888672,1,N,1,18.0,0.5,0.5,0.3,3.85,0.0,23.15
2,2016-01-21 09:45:33,2016-01-21 09:52:21,1,0.71,,,-73.94886016845703,40.770809173583984,-73.96021270751953,40.773170471191406,1,N,2,6.0,0.0,0.5,0.3,0.0,0.0,6.8
2,2016-01-19 08:43:08,2016-01-19 08:45:40,1,0.42,,,-74.0128173828125,40.702110290527344,-74.01718139648438,40.70537185668945,1,N,1,4.0,0.0,0.5,0.3,1.0,0.0,5.8
1,2016-01-17 12:03:04,2016-01-17 12:28:05,1,5.1,,,-74.00560760498047,40.73770523071289,-73.9766845703125,40.678321838378906,1,N,1,20.5,0.0,0.5,0.3,5.33,0.0,26.63
1,2016-01-30 20:52:59,2016-01-30 21:05:38,1,1.8,,,-73.98529815673828,40.747066497802734,-73.96927642822266,40.7642822265625,1,N,1,10.5,0.5,0.5,0.3,1.75,0.0,13.55
1,2016-01-29 10:40:19,2016-01-29 10:51:09,1,1.1,,,-73.98174285888672,40.740665435791016,-73.98137664794922,40.75373840332031,1,N,1,8.5,0.0,0.5,0.3,1.5,0.0,10.8
1,2016-01-18 11:51:46,2016-01-18 12:03:53,1,2.5,,,-73.98213195800781,40.76890563964844,-73.9659652709961,40.7949333190918,1,N,1,10.5,0.0,0.5,0.3,3.35,0.0,14.65
2,2016-01-11 21:05:01,2016-01-11 21:16:14,1,1.6,,,-73.99588775634766,40.75371170043945,-73.9775619506836,40.75703048706055,1,N,2,9.0,0.5,0.5,0.3,0.0,0.0,10.3
1,2016-01-03 12:13:32,2016-01-03 12:18:08,1,0.9,,,-73.95581817626953,40.803794860839844,-73.96815490722656,40.801063537597656,1,N,1,5.5,0.0,0.5,0.3,1.25,0.0,7.55
1,2016-01-03 04:38:27,2016-01-03 04:43:26,1,1.6,,,-73.97887420654297,40.76191329956055,-73.9906234741211,40.749046325683594,1,N,2,6.5,0.5,0.5,0.3,0.0,0.0,7.8
1,2016-01-15 00:04:47,2016-01-15 00:34:06,1,6.6,,,-73.99308776855469,40.74745559692383,-73.89574432373047,40.758140563964844,1,N,1,24.5,0.5,0.5,0.3,6.0,0.0,31.8
2,2016-01-08 23:59:13,2016-01-09 00:14:04,1,3.04,,,-73.98107147216797,40.782169342041016,-73.97889709472656,40.74909973144531,1,N,2,13.0,0.5,0.5,0.3,0.0,0.0,14.3
1,2016-01-07 20:27:51,2016-01-07 20:29:32,1,0.2,,,-73.96269226074219,40.762962341308594,-73.96659851074219,40.762298583984375,1,N,1,3.0,0.5,0.5,0.3,1.0,0.0,5.3
2,2016-01-07 11:37:25,2016-01-07 11:51:49,1,2.4,,,-73.94690704345703,40.77201843261719,-73.98155975341797,40.780540466308594,1,N,1,11.5,0.0,0.5,0.3,2.46,0.0,14.76
1,2016-01-01 20:15:19,2016-01-01 20:45:34,2,19.6,,,-73.79025268554688,40.647003173828125,-73.95941925048828,40.77275848388672,2,N,1,52.0,0.0,0.5,0.3,7.5,5.54,65.84
2,2016-01-29 07:54:34,2016-01-29 08:08:21,4,2.5,,,-73.98556518554688,40.7354621887207,-73.97506713867188,40.76335144042969,1,N,2,11.5,0.0,0.5,0.3,0.0,0.0,12.3
2,2016-01-18 18:14:20,2016-01-18 19:16:24,6,20.52,,,-73.78428649902344,40.648643493652344,-73.97379302978516,40.783016204833984,2,N,1,52.0,0.0,0.5,0.3,14.58,5.54,72.92
1,2016-01-09 09:23:59,2016-01-09 09:30:11,1,1.6,,,-73.98704528808594,40.76210021972656,-74.00389862060547,40.74300765991211,1,N,1,7.5,0.0,0.5,0.3,2.05,0.0,10.35
1,2016-01-07 10:58:05,2016-01-07 11:05:45,1,0.5,,,-73.95774841308594,40.77629089355469,-73.96282958984375,40.771793365478516,1,N,1,6.0,0.0,0.5,0.3,1.0,0.0,7.8
1,2016-01-19 08:52:48,2016-01-19 09:30:25,1,4.4,,,-74.00419616699219,40.752567291259766,-73.95366668701172,40.77360916137695,1,N,1,24.5,0.0,0.5,0.3,6.32,0.0,31.62
2,2016-01-06 22:04:21,2016-01-06 22:19:36,3,3.18,,,-73.9790267944336,40.75946044921875,-74.00565338134766,40.72562789916992,1,N,2,13.0,0.5,0.5,0.3,0.0,0.0,14.3
1,2016-01-08 19:11:16,2016-01-08 19:24:13,1,1.7,,,-74.00853729248047,40.733489990234375,-73.99813079833984,40.71698760986328,1,N,1,9.5,1.0,0.5,0.3,2.25,0.0,13.55
2,2016-01-02 18:37:32,2016-01-02 18:55:22,1,8.49,,,-73.87089538574219,40.7736701965332,-73.9793472290039,40.74048614501953,1,N,1,25.0,0.0,0.5,0.3,6.27,5.54,37.61
1,2016-01-26 08:53:41,2016-01-26 08:59:39,2,0.4,,,-73.94532012939453,40.774051666259766,-73.95021057128906,40.771400451660156,1,N,2,5.5,0.0,0.5,0.3,0.0,0.0,6.3
2,2016-01-20 20:27:47,2016-01-20 20:41:25,5,1.85,,,-73.96894073486328,40.758968353271484,-73.99467468261719,40.76430130004883,1,N,1,10.5,0.5,0.5,0.3,0.0,0.0,11.8
1,2016-01-04 08:17:06,2016-01-04 08:35:57,1,3.8,,,-73.97796630859375,40.75244140625,-74.00992584228516,40.71342468261719,1,N,2,15.5,0.0,0.5,0.3,0.0,0.0,16.3
2,2016-01-17 02:02:51,2016-01-17 02:12:12,2,1.4,,,-73.99197387695312,40.726318359375,-74.00606536865234,40.735103607177734,1,N,1,8.5,0.5,0.5,0.3,1.96,0.0,11.76
2,2016-01-16 19:13:09,2016-01-16 19:24:06,1,1.8,,,-73.97803497314453,40.748233795166016,-73.98052978515625,40.74504089355469,1,N,2,7.0,0.0,0.5,0.3,0.0,0.0,7.8
1,2016-01-11 09:04:18,2016-01-11 09:16:56,2,4.3,,,-73.97767639160156,40.746280670166016,-73.94771575927734,40.78046417236328,1,N,1,15.0,0.0,0.5,0.3,3.15,0.0,18.95
1,2016-01-13 22:08:45,2016-01-13 22:15:26,1,0.9,,,-73.99881744384766,40.73416519165039,-74.00675964355469,40.744178771972656,1,N,1,6.5,0.5,0.5,0.3,1.55,0.0,9.35
2,2016-01-10 09:45:20,2016-01-10 09:49:51,6,0.53,,,-73.98365783691406,40.743961334228516,-73.99247741699219,40.747840881347656,1,N,1,5.0,0.0,0.5,0.3,1.16,0.0,6.96
1,2016-01-30 20:04:27,2016-01-30 20:15:12,1,1.9,,,-73.97535705566406,40.79012680053711,-73.98042297363281,40.76485061645508,1,N,1,9.5,0.5,0.5,0.3,2.7,0.0,13.5
1,2016-01-08 09:10:18,2016-01-08 09:51:01,1,4.1,,,-73.9370346069336,40.79803466796875,-73.98241424560547,40.768096923828125,1,N,1,25.0,0.0,0.5,0.3,5.15,0.0,30.95
1,2016-01-19 06:26:27,2016-01-19 06:31:41,1,0.9,,,-73.98748779296875,40.76044845581055,-73.9777603149414,40.75343322753906,1,N,1,5.5,0.0,0.5,0.3,1.0,0.0,7.3
2,2016-01-21 21:30:52,2016-01-21 21:34:49,2,0.84,,,-74.00180053710938,40.75102996826172,-73.99649810791016,40.76094055175781,1,N,1,5.0,0.5,0.5,0.3,1.26,0.0,7.56
2,2016-01-04 15:44:11,2016-01-04 15:55:52,2,1.6,,,-73.96664428710938,40.64996337890625,-73.96664428710938,40.64996337890625,1,N,1,9.0,0.0,0.5,0.3,1.96,0.0,11.76
2,2016-01-19 07:26:02,2016-01-19 07:31:35,2,0.92,,,-73.96073913574219,40.77012252807617,-73.95763397216797,40.779518127441406,1,N,2,6.0,0.0,0.5,0.3,0.0,0.0,6.8
1,2016-01-18 00:38:32,2016-01-18 00:47:30,1,2.4,,,-73.98654174804688,40.76666259765625,-73.99764251708984,40.73774337768555,1,N,2,9.5,0.5,0.5,0.3,0.0,0.0,10.8
1,2016-01-08 15:33:08,2016-01-08 15:37:10,1,0.8,,,-73.97959899902344,40.752044677734375,-73.9799575805664,40.7604866027832,1,N,1,5.0,0.0,0.5,0.3,1.45,0.0,7.25
1,2016-01-30 22:25:28,2016-01-30 22:35:48,2,1.2,,,-73.97705078125,40.75029373168945,-73.99081420898438,40.75077819824219,1,N,1,8.0,0.5,0.5,0.3,2.0,0.0,11.3
1,2016-01-13 00:01:26,2016-01-13 00:11:25,1,2.5,,,-73.98845672607422,40.73869323730469,-73.99504852294922,40.71221160888672,1,N,1,10.0,0.5,0.5,0.3,2.25,0.0,13.55
1,2016-01-08 20:35:52,2016-01-08 20:54:10,2,1.6,,,0.0,0.0,-73.98407745361328,40.72145462036133,1,N,1,12.5,0.5,0.5,0.3,2.75,0.0,16.55
1,2016-01-06 23:11:32,2016-01-06 23:17:44,1,1.0,,,-73.99089813232422,40.733924865722656,-74.00718688964844,40.73455810546875,1,N,1,6.0,0.5,0.5,0.3,1.45,0.0,8.75
2,2016-01-11 20:40:28,2016-01-11 20:43:46,1,0.63,,,0.0,0.0,0.0,0.0,1,N,2,4.5,0.5,0.5,0.3,0.0,0.0,5.8
2,2016-01-05 14:53:42,2016-01-05 15:11:56,1,2.7,,,-73.97762298583984,40.78683853149414,-73.96878051757812,40.76327896118164,1,N,1,13.5,0.0,0.5,0.3,2.86,0.0,17.16
1,2016-01-28 08:47:12,2016-01-28 08:47:12,1,0.0,,,-73.96684265136719,40.772579193115234,0.0,0.0,1,N,2,2.5,0.0,0.5,0.3,0.0,0.0,3.3
1,2016-01-09 00:35:24,2016-01-09 00:53:15,1,8.4,,,-73.87317657470703,40.773860931396484,-73.95435333251953,40.765724182128906,1,N,1,25.0,0.5,0.5,0.3,3.0,0.0,29.3
2,2016-01-04 11:40:14,2016-01-04 11:52:11,1,1.67,,,-73.9806137084961,40.73392105102539,-74.00029754638672,40.72724151611328,1,N,1,10.0,0.0,0.5,0.3,1.0,0.0,11.8
2,2016-01-07 08:09:23,2016-01-07 08:20:59,2,2.09,,,-73.96949768066406,40.75782012939453,-73.95130157470703,40.78350830078125,1,N,1,10.0,0.0,0.5,0.3,1.6,0.0,12.4
2,2016-01-17 16:32:34,2016-01-17 16:41:04,1,2.49,,,-73.96257019042969,40.775638580322266,-73.9395523071289,40.80720138549805,1,N,1,9.5,0.0,0.5,0.3,2.58,0.0,12.88
1,2016-01-30 09:11:09,2016-01-30 09:19:54,1,2.5,,,-73.965087890625,40.75581359863281,-73.99442291259766,40.73635482788086,1,N,1,9.5,0.0,0.5,0.3,2.05,0.0,12.35
1,2016-01-03 19:44:10,2016-01-03 19:55:50,1,1.4,,,-73.97685241699219,40.75180435180664,-73.98416900634766,40.7630500793457,1,N,2,9.0,1.0,0.5,0.3,0.0,0.0,10.8
1,2016-01-11 21:48:06,2016-01-11 21:51:00,1,0.7,,,-73.98738098144531,40.750244140625,-73.97870635986328,40.752742767333984,1,N,1,4.5,0.5,0.5,0.3,1.15,0.0,6.95
1,2016-01-28 18:51:49,2016-01-28 18:58:36,1,1.0,,,-73.99340057373047,40.76274490356445,-74.00414276123047,40.75265121459961,1,N,2,6.5,1.0,0.5,0.3,0.0,0.0,8.3
2,2016-01-09 08:51:12,2016-01-09 09:04:12,3,3.07,,,-73.97710418701172,40.787742614746094,-73.97994232177734,40.754886627197266,1,N,1,13.0,0.0,0.5,0.3,0.0,0.0,13.8
1,2016-01-13 17:37:33,2016-01-13 17:53:45,1,1.5,,,-73.98007202148438,40.73496627807617,-73.98284912109375,40.75055694580078,1,N,1,11.5,1.0,0.5,0.3,2.65,0.0,15.95
1,2016-01-11 07:34:21,2016-01-11 07:44:27,1,1.8,,,-73.98780822753906,40.743492126464844,-73.97493743896484,40.76344299316406,1,N,1,9.0,0.0,0.5,0.3,1.5,0.0,11.3
2,2016-01-19 19:17:09,2016-01-19 19:23:32,1,1.1,,,-73.98899841308594,40.716888427734375,-73.99236297607422,40.728721618652344,1,N,2,6.0,1.0,0.5,0.3,0.0,0.0,7.8
2,2016-01-16 01:55:52,2016-01-16 02:20:48,1,7.95,,,-73.99877166748047,40.74479675292969,-73.93899536132812,40.817378997802734,1,N,1,25.0,0.5,0.5,0.3,5.26,0.0,31.56
2,2016-01-19 19:37:12,2016-01-19 19:44:22,5,1.02,,,-73.98014068603516,40.749168395996094,-73.97601318359375,40.75986099243164,1,N,1,6.5,1.0,0.5,0.3,1.5,0.0,9.8
1,2016-01-11 19:59:43,2016-01-11 20:19:07,1,3.7,,,-73.99832153320312,40.72270965576172,-73.96190643310547,40.75971221923828,1,N,1,15.5,0.5,0.5,0.3,4.2,0.0,21.0
1,2016-01-18 16:52:58,2016-01-18 17:11:29,1,4.2,,,-74.01133728027344,40.70391845703125,-73.99906158447266,40.75715255737305,1,N,1,17.5,0.0,0.5,0.3,3.65,0.0,21.95
1,2016-01-08 19:28:40,2016-01-08 19:38:44,1,1.6,,,-73.9881820678711,40.75933837890625,-73.98795318603516,40.74376678466797,1,N,2,8.5,1.0,0.5,0.3,0.0,0.0,10.3
1,2016-01-18 12:28:50,2016-01-18 12:32:16,1,0.9,,,-73.97391510009766,40.76354217529297,-73.96688079833984,40.772464752197266,1,N,1,4.5,0.0,0.5,0.3,1.3,0.0,6.6
1,2016-01-20 15:41:04,2016-01-20 15:46:30,1,0.8,,,-74.00690460205078,40.74905014038086,-74.00668334960938,40.742393493652344,1,N,1,5.5,0.0,0.5,0.3,1.25,0.0,7.55
2,2016-01-05 14:30:52,2016-01-05 14:44:40,2,2.96,,,-73.96231079101562,40.779075622558594,-73.99341583251953,40.75722885131836,1,N,1,12.5,0.0,0.5,0.3,1.0,0.0,14.3
1,2016-01-29 10:57:09,2016-01-29 11:28:27,1,3.4,,,-74.0032958984375,40.732627868652344,-73.96965026855469,40.76313018798828,1,N,1,20.0,0.0,0.5,0.3,4.15,0.0,24.95
1,2016-01-14 12:26:12,2016-01-14 13:13:42,1,18.3,,,-73.78825378417969,40.64131164550781,-73.97380065917969,40.75922775268555,2,N,1,52.0,0.0,0.5,0.3,14.55,5.54,72.89
2,2016-01-20 13:26:00,2016-01-20 13:47:13,1,2.15,,,-74.01720428466797,40.70515060424805,-74.00267791748047,40.71422576904297,1,N,2,14.0,0.0,0.5,0.3,0.0,0.0,14.8
1,2016-01-28 17:57:23,2016-01-28 18:06:19,1,1.0,,,-73.99249267578125,40.742889404296875,-73.97676086425781,40.73942947387695,1,N,2,7.0,1.0,0.5,0.3,0.0,0.0,8.8
2,2016-01-09 10:35:14,2016-01-09 10:43:06,6,1.18,,,-73.9776840209961,40.72956466674805,-73.99104309082031,40.739013671875,1,N,1,7.5,0.0,0.5,0.3,1.66,0.0,9.96
2,2016-01-13 02:35:08,2016-01-13 02:40:13,1,1.42,,,-73.9355697631836,40.6967887878418,-73.93431854248047,40.679840087890625,1,N,1,6.5,0.5,0.5,0.3,1.56,0.0,9.36
2,2016-01-03 08:36:37,2016-01-03 08:38:35,1,0.64,,,-73.95362091064453,40.771148681640625,-73.95346069335938,40.77925109863281,1,N,2,4.0,0.0,0.5,0.3,0.0,0.0,4.8
2,2016-01-29 19:49:40,2016-01-29 19:58:48,4,1.02,,,-73.9979476928711,40.73375701904297,-73.98709869384766,40.73798370361328,1,N,1,7.5,1.0,0.5,0.3,1.0,0.0,10.3
2,2016-01-05 20:27:48,2016-01-05 20:39:24,1,4.8,,,-73.97408294677734,40.750614166259766,-74.00719451904297,40.70546340942383,1,N,1,15.5,0.5,0.5,0.3,4.2,0.0,21.0
1,2016-01-02 17:17:10,2016-01-02 17:22:11,2,0.8,,,-73.99556732177734,40.74424743652344,-73.98387908935547,40.73794174194336,1,N,1,5.5,0.0,0.5,0.3,1.25,0.0,7.55
1,2016-01-22 00:13:26,2016-01-22 00:15:51,3,0.2,,,0.0,0.0,0.0,0.0,1,N,2,3.5,0.5,0.5,0.3,0.0,0.0,4.8
1,2016-01-01 04:48:10,2016-01-01 05:04:50,1,5.1,,,-73.99031066894531,40.72346878051758,-73.94956970214844,40.77241134643555,1,N,1,18.0,0.5,0.5,0.3,0.0,0.0,19.3
1,2016-01-14 20:31:28,2016-01-14 20:38:00,1,0.6,,,-73.97911834716797,40.755615234375,-73.9783706665039,40.749176025390625,1,N,2,5.5,0.5,0.5,0.3,0.0,0.0,6.8
2,2016-01-26 13:53:02,2016-01-26 14:06:22,1,2.9,,,-73.91854858398438,40.743370056152344,-73.96640014648438,40.76206970214844,1,N,2,13.0,0.0,0.5,0.3,0.0,0.0,13.8
2,2016-01-02 18:20:43,2016-01-02 18:24:45,1,0.5,,,-73.97232818603516,40.7938117980957,-73.97770690917969,40.788818359375,1,N,1,4.5,0.0,0.5,0.3,1.06,0.0,6.36
2,2016-01-25 07:09:01,2016-01-25 07:13:09,1,0.62,,,-74.00213623046875,40.740238189697266,-74.00508880615234,40.74663162231445,1,N,1,4.5,0.0,0.5,0.3,0.0,0.0,5.3
2,2016-01-30 18:23:59,2016-01-30 18:37:17,2,2.22,,,-73.96583557128906,40.79020690917969,-73.98652648925781,40.76578140258789,1,N,1,11.0,0.0,0.5,0.3,2.36,0.0,14.16
2,2016-01-06 17:36:41,2016-01-06 18:29:28,1,18.2,,,-73.78984832763672,40.64373779296875,-73.98541259765625,40.75967025756836,2,N,2,52.0,0.0,0.5,0.3,0.0,5.54,58.34
2,2016-01-12 21:10:27,2016-01-12 21:15:29,1,1.41,,,-73.99047088623047,40.74606704711914,-73.9815673828125,40.76304244995117,1,N,1,6.5,0.5,0.5,0.3,1.56,0.0,9.36
1,2016-01-15 08:00:51,2016-01-15 08:20:51,1,2.7,,,-73.95203399658203,40.77312469482422,-73.98088073730469,40.7591438293457,1,N,1,14.5,0.0,0.5,0.3,3.8,0.0,19.1
2,2016-01-10 22:16:15,2016-01-10 22:24:28,5,3.07,,,-73.99701690673828,40.757415771484375,-73.97023010253906,40.79397201538086,1,N,1,10.5,0.5,0.5,0.3,2.36,0.0,14.16
1,2016-01-20 02:36:52,2016-01-20 02:41:28,1,1.0,,,-73.989013671875,40.75886535644531,-73.99360656738281,40.752296447753906,1,N,2,5.5,0.5,0.5,0.3,0.0,0.0,6.8
2,2016-01-05 11:46:24,2016-01-05 12:00:03,1,0.89,,,-73.98213195800781,40.744850158691406,-73.99203491210938,40.752201080322266,1,N,1,9.0,0.0,0.5,0.3,1.96,0.0,11.76
2,2016-01-06 15:08:01,2016-01-06 15:59:44,2,20.08,,,-73.77674865722656,40.645320892333984,-73.97673797607422,40.64543151855469,1,N,2,59.5,0.0,0.5,0.3,0.0,0.0,60.3
1,2016-01-28 17:32:40,2016-01-28 17:36:19,1,0.7,,,-73.95830535888672,40.772953033447266,-73.95108795166016,40.78230285644531,1,N,1,4.5,1.0,0.5,0.3,1.25,0.0,7.55
2,2016-01-09 00:29:17,2016-01-09 00:34:29,1,1.4,,,-73.98602294921875,40.753299713134766,-74.00322723388672,40.75062942504883,1,N,2,6.5,0.5,0.5,0.3,0.0,0.0,7.8
1,2016-01-19 16:25:16,2016-01-19 16:32:22,1,1.0,,,-73.97589111328125,40.7406005859375,-73.98357391357422,40.74910354614258,1,N,1,6.5,1.0,0.5,0.3,1.0,0.0,9.3
1,2016-01-19 21:12:22,2016-01-19 21:18:11,1,0.6,,,-73.97821044921875,40.764495849609375,-73.9844741821289,40.762508392333984,1,N,1,5.5,0.5,0.5,0.3,1.7,0.0,8.5
1,2016-01-06 09:43:36,2016-01-06 09:45:22,2,0.5,,,-74.02865600585938,40.62286376953125,-74.02568054199219,40.629268646240234,1,N,1,3.5,0.0,0.5,0.3,5.0,0.0,9.3
1,2016-01-13 22:39:08,2016-01-13 22:42:33,1,0.5,,,-73.99762725830078,40.74410629272461,-73.98899841308594,40.74116897583008,1,N,2,4.5,0.5,0.5,0.3,0.0,0.0,5.8
